"","Exp.t1.1","Exp.t1.2","Exp.t1.3","Exp.t1.4","Exp.t2.1","Exp.t2.2","Exp.t2.3","Exp.t2.4","Exp.t3.1","Exp.t3.2","Exp.t3.3","Exp.t3.4","Exp.t4.1","Exp.t4.2","Exp.t4.3","Exp.t4.4","Exp.t5.1","Exp.t5.2","Exp.t5.3","Exp.t5.4","Exp.t6.1","Exp.t6.2","Exp.t6.3","Exp.t6.4","Exp.t7.1","Exp.t7.2","Exp.t7.3","Exp.t7.4","Exp.t8.1","Exp.t8.2","Exp.t8.3","Exp.t8.4","Ctl.t1.1","Ctl.t1.2","Ctl.t1.3","Ctl.t1.4","Ctl.t2.1","Ctl.t2.2","Ctl.t2.3","Ctl.t2.4","Ctl.t3.1","Ctl.t3.2","Ctl.t3.3","Ctl.t3.4","Ctl.t4.1","Ctl.t4.2","Ctl.t4.3","Ctl.t4.4","Ctl.t5.1","Ctl.t5.2","Ctl.t5.3","Ctl.t5.4","Ctl.t6.1","Ctl.t6.2","Ctl.t6.3","Ctl.t6.4","Ctl.t7.1","Ctl.t7.2","Ctl.t7.3","Ctl.t7.4","Ctl.t8.1","Ctl.t8.2","Ctl.t8.3","Ctl.t8.4"
"VNG2386C",0.08475863505908,1.01717284161137,1.35197415379232,-0.64704887392821,8.62304265103501,6.14300972570297,6.76247847346278,7.1571933315866,9.65738303212507,9.46390900565744,11.2603689290154,8.56520900110165,3.96781593686121,4.451937276129,4.84754361132937,3.80559751008638,3.563239777641,3.96357064801589,2.81085122804543,2.06703567739207,1.15814629765091,0.0422595617249549,-0.609351160814101,-0.678266589543399,1.02715930362221,0.504449117233902,-0.0447032543494973,0.521685926748004,0.62693299697755,0.726481594336894,0.474495361694058,-1.01889204459899,0.0596083893063613,0.186656953027447,-0.0353562468479098,0.0399422475214091,-0.0820672881846849,-0.295798957505455,-0.225178139373453,0.0928624218041939,0.0098669579914399,0.0198431586147551,-0.139595178491937,-0.131389823953733,0.0199798258536796,0.0917181238036423,-0.0293334090648385,-0.0974439539251913,-0.0992802983739516,-0.164061883244213,0.0414047897048024,0.14041278171663,0.140985628611269,-0.0117111898349899,0.109307889436368,0.00633952559871922,-0.0529684172679923,0.0444140276241866,-0.0645119597508343,0.00446336517386537,-0.0352356724789834,-0.0580414655368272,-0.147339631460089,0.0925696601062669
"VNG2443G",0.731223792598676,1.66322700285382,0.557302916210436,0.0822871263001841,6.04003028883747,8.41258885937762,7.26517424189684,9.49664769155169,9.59547971987889,10.9759049626236,9.19640971428793,10.0163564826013,5.11064387688752,4.44801596787263,3.82017286112026,4.72367016232062,2.66323198833539,4.17175590428175,0.814068727478436,2.18739827986342,1.78327293476942,0.674048589758117,0.171419090640771,0.926657563324556,0.206139559294551,0.564389612620313,1.14516174125326,0.0642969513742691,-0.649587448832218,-0.70877915730521,0.123596211373824,0.598104897163048,0.0465300637765905,-0.0390401705898156,-0.0810188709608732,0.0739552426166642,0.101724228625634,0.0719970472115768,-0.0291283868444687,-0.0123434057821097,0.143471683842669,0.0329966452470854,-0.0304145932322297,0.0131383506939338,0.00731326179275689,-0.0679167891510366,-0.00834048052936471,0.130186453980949,0.0482297205992182,-0.123209443971453,-0.00248530162132014,0.0235177093268928,-0.0334892002134014,-0.0230521586139946,-0.0692263212221857,-0.0788884841227552,0.0666828148859614,0.0291903058883203,0.0298322565684441,-0.0796452726018267,0.123121754904016,0.0594203589777455,-0.122973452473699,-0.164065530887505
"VNG2520C",-1.01130838637711,1.41699163108293,0.0271028907184945,0.218653855157882,5.95019686205759,7.80848747225153,7.17854417947682,8.69563148243131,11.1101250542276,9.8960313631727,10.0603286668608,8.92238142242184,5.55318962973967,5.13701945874193,4.84069392418442,4.14714810373132,3.3728476626567,3.14062555112902,1.08989444910448,2.56522701595264,-0.356647868989369,-0.331418460305824,-0.0614986715432339,-0.256962250724097,2.28706892459199,-0.867971002953371,1.39807873318488,0.104486876300266,0.380210252939505,-0.210622437299246,-0.776452778114318,0.0263396403380664,0.216427466961642,0.0777421348778089,-0.0784002979991189,0.0374157515740383,-0.0974255369410406,-0.00962563036508017,0.0224049137828619,-0.0301188996362838,-0.0389968227703686,-0.0615087278778017,-0.0788396523297857,-0.046264839979794,0.0724291627729343,0.130901631704989,-0.180194807827201,-0.057386302083593,0.0351187913547706,0.0469382463816615,-0.019418440541775,-0.116171668200175,-0.0216377763684379,0.10100015910728,-0.127667581240167,0.0247003151623022,0.0352454853414614,0.0767930550988973,0.0196432431389912,0.0939397936462403,0.108052004988492,0.066577910545663,0.107428776909931,0.0210597166553568
"VNG2521H",0.915770497447821,-0.664438307253245,0.324962217934515,-0.414421256967132,8.82619134993175,7.29107812503833,9.69648388717676,7.59145981529354,9.90027687114717,9.97061139602043,9.35647797723981,9.95623441246861,3.63770440623488,6.02043099439154,5.26744552886983,5.92074554218362,3.32551435115024,3.56872552873193,0.621496053439531,4.27601784423992,0.146210563299996,-0.100042683268019,1.07179498852335,-0.298279721829287,-0.873505130375766,-0.363715548154593,-0.455794146852389,-0.380953790814131,-0.0352885526005245,-1.30428864289154,1.61584108386107,-1.09062820675211,-0.0473737512686887,-0.0274155243945141,-0.0607892611928584,-0.0341599578606182,0.0543343994583645,0.0340611185040097,0.150152107249822,-0.00345642616911187,0.0411899317591871,0.0114471556772302,-0.131127926300099,0.0158468432845225,-0.152859408577426,0.0939818032395721,0.0228586858797652,-0.1062304908184,-0.0347555334462486,0.0931102355779342,-0.0463955631622108,-0.100486803930567,0.106158442533725,0.145329116650702,-0.0460933611329923,-0.179388938108374,0.217423331394684,-0.193110978807799,0.0786258153464847,0.0297939139873913,-0.0582381382160611,-0.046311639907219,0.0369094093504879,-0.0482089815779454
"VNG2523H",0.517080155824811,-0.116456826815283,1.52348805467813,-0.87775514148646,6.50435260202582,6.63496898770648,7.66326584871328,7.22346853288211,11.5030706102441,10.5082428222367,10.936676724766,10.7564844530555,5.23177461206989,4.06490647614483,5.82172318989519,5.53497039299523,3.20608482633534,3.92331756386663,2.21627615677308,2.88604316715622,-0.628613402854584,1.82974518580479,1.2998908787175,0.430749315079777,-0.872371499230895,-0.472052076641723,0.477821052693349,-0.694000298039842,0.120705828018402,0.24275329182511,2.65132114449384,0.472012689433115,-0.146816308676407,0.0124702042654079,0.151766074666017,0.148813163332078,-0.0134761572197263,0.0245662016108904,-0.0618151598063099,0.0147581042734089,0.186343262219117,-0.126746123424506,0.0148116095036794,0.0383839998385994,-0.029899881863338,-0.0536238772433285,0.0416983931830072,0.0661951196979437,0.00882742926995466,-0.108178596295485,-0.138501423685394,0.0288027185235145,-0.15508479995656,-0.143571939997156,0.0290243420510915,-0.0858739386385019,0.0759055599933012,-0.0929061022073948,-0.021548976772015,0.106101218054653,-0.0555146596513231,-0.00512878757563361,-0.00433421729366833,-0.0316922005410201
"VNG6179G",-0.346683096866182,-0.823378650629647,1.76291948479511,-0.792327467314361,5.98696297591995,6.68712097626457,8.23257916285399,6.11210663518446,11.2095247119692,9.36429427218539,8.53485289835364,9.05578122590445,4.54159596852076,6.16125071174391,5.41685284544979,6.05138634716924,1.75947514955682,1.74253759071245,2.22906218336683,1.38460307870578,1.31338481788495,-0.706174943688384,-0.551725846449077,-0.302321130259494,-0.216003772462451,-0.409004735258173,-0.00780941754038132,-0.889915046723013,1.42621597248789,-0.409368535811206,0.105280454757322,-0.471940064634817,0.0644565316008213,0.0112451534689211,0.109617562019902,-0.118348795178232,-0.00733812588305846,0.179169154984242,-0.13554291739903,0.178875438980994,-0.0650105446638485,0.0178647714864393,-0.0276079458533059,-0.0803683389449896,0.147054561382123,-0.0470734697341125,-0.0249282887103288,-0.00400782841992869,-0.0142044738478044,0.0872291389602991,0.118982251133835,0.0206320768465669,0.024295495502348,0.0965824527431672,-0.0346872253195089,0.0866411211717116,0.0873955914964298,-0.0732555183325684,-0.11331034198329,-0.0666875391801487,0.202977918990161,-0.0945258676138583,0.18802388192561,-0.147815103009036
"VNG6205C",-1.09497370645219,0.96219565911381,1.2617187540814,-1.22780462277246,7.05786112104158,8.23818814262042,7.9132857206642,7.0222569529545,10.1053724763879,11.768635132037,11.8862099902943,8.54035360889032,5.38311429379578,4.64712252111435,6.00356829156468,4.69532935330828,1.08250891800763,4.30815509371495,3.45392581962186,5.02022257642586,-0.432482567909403,-0.261192617571979,-0.830947589248476,-0.110998587651147,1.09108893403175,-0.208730162053216,1.4667820272486,0.685600422026125,-0.942190276657096,-1.51596336271354,0.39462476288752,-0.401823775150432,0.149843973365128,-0.00628820592706086,-0.0250390322188891,-0.0548933843109911,-0.0165057326604649,0.00702905976768009,-0.00227693707517419,0.106420342744509,0.0725215755200886,-0.0391346702246774,-0.119405817373058,0.113039625669935,-0.184749383122734,-0.0255447627700456,0.0333415706681235,0.155342279311155,-0.117682333951088,0.0732215783858328,-0.0446952025290364,-0.103964437533537,0.0274663818020084,0.0453058246498224,0.0370649908268567,-0.0625437640963668,0.45204979439856,0.0407499818358084,0.0480829951236469,-0.101830487480015,-0.126950037287647,0.0412584499845146,0.101173592752419,-0.0330880687953683
"VNG0798H",0.0185161067754322,-0.305331084079629,0.462905639581415,0.514118431423526,9.52520223328802,9.21864855103733,7.63791475587577,6.44773885983104,9.94992564841808,8.77565898371267,9.37303282090191,9.67351330366625,3.66166935145949,4.25088132830516,4.92225581790151,6.36563043809753,3.06622184834373,1.04492095439575,1.60531442542843,2.33890314865464,-1.14810967445961,0.990516439356173,-1.73258502175177,0.598860779390951,-1.03736715595713,-0.0681286886638742,1.31785194703467,0.0412764153129252,0.21558908896784,-0.0177266202417322,1.04193553054428,-0.904624631758432,0.153139092468217,0.143371694070625,-0.0410575891119446,-0.129086409855328,-0.00298011303869343,0.16366253455287,0.0923893014499607,-0.0456794149113535,-0.0627425117872297,-0.200825584642212,-0.136519867018451,0.0699109543781981,-0.160573436624493,-0.0081961473632659,-0.187230244881799,0.0723471691297105,-0.0386521653955076,-0.0846040328059977,-0.00155494192047457,0.0165097307454777,0.00359836447506421,0.165340523759784,-0.0392011691250642,-0.0432409118276192,0.0443869443756137,0.0166311439713094,-0.0781159815319711,0.0103575999659786,-0.0218673484691875,0.109828059414391,-0.142855680714313,0.0268730744384837
"VNG2105H",-1.34722847822742,0.553593451602343,-0.938653835025331,1.25970260934851,6.54771542336121,9.18645901885049,8.08593272235834,7.9815263384471,10.8870113770322,9.12644251446085,10.6387659536489,10.7495403386447,4.5452033008714,4.87130152645188,4.62940208774489,4.78707893159729,3.87448224319418,4.17876250937461,3.92452168615071,1.97225355159818,-0.450869250782053,-1.18429957785525,0.703429708686995,-0.865411105005096,0.424184800685711,-0.706050829643078,-0.572750525746594,1.0095195316573,2.40134123158132,-1.44358820479787,0.355748095262962,-1.30548414926302,0.0769239593751248,-0.0705186144462396,-0.0402161948614539,0.057047802831999,0.0851528860745859,-0.049759079092787,-0.162693384465302,-0.0219022445076908,-0.0863577929586963,-0.00333278284636769,0.030147363134229,0.0936157551618631,0.103216337695956,0.167945995926732,-0.0137300225778929,0.0624062180971312,-0.0874047277058986,-0.0468849535520015,0.063015231387938,-0.156952400663522,0.272516054694131,-0.0856054683712518,0.0223704483936684,0.0548997450851811,0.0847776438909046,-0.015512108233401,-0.1361283320147,-0.126718571230645,-0.144197079016317,0.0320940311282919,0.0264451007717983,0.0390004421187432
"VNG2289G",1.03025783860466,0.712790562748493,1.06935815657761,0.325671065359079,6.77440521556256,6.96211093874424,7.30717204076438,7.1709719723069,10.005502763494,10.7454473406829,9.67222133303252,9.77907883705085,4.37943998739877,5.17255934892969,5.00734706704281,3.9829876283405,0.777987744127369,3.35887753189072,2.95466660385881,4.04832071209466,-1.83704001405744,1.45554813403033,-0.83876739118705,-1.01069541382677,-0.868063822255583,-0.128556847717433,0.217425407046753,-0.935733598681549,-0.863961254308191,-0.677027588162251,-1.28576204499132,0.295852297347022,-0.0130630584228077,-0.0952763673549603,-0.0900128009328026,-0.0745672926560885,0.229079651756399,-0.0318941843106231,-0.11495194981218,0.106620244130692,-0.00188697679435042,-0.0808012782713651,0.0862551528969095,-0.130397730163432,0.0496228602016959,-0.238047061509474,0.0923024082530613,-0.0562506526868491,-0.00654679109557892,-0.203806049377147,-0.104129619109633,0.0210764558026385,0.211509333669917,-0.117517528159725,-0.0294278050830677,-0.03154334025093,-0.141819014259937,-0.0343898072460536,0.112906780775769,-0.0357179858853496,0.15137496259664,-0.0472590859145535,0.114515903047205,0.0907165591950154
"VNG1776G",-1.27833161431599,-0.38358666795244,-0.831671440987543,-1.14992573636699,6.98110578017868,7.73685091430956,9.37815153351664,8.42905047990801,9.27117528473499,9.68522397862442,9.39564140825846,11.1805491436995,3.80970369921624,5.23968745842936,6.49045086970825,5.24567997839622,2.35019125857211,2.40520715430596,3.188370739904,1.31142704004165,-0.487606179121703,0.0708225620090803,1.83971197597794,0.999948798180349,-0.519994335078577,-0.919120523010049,1.63666560120226,0.51476566051713,0.409869748560657,1.33565413614786,-0.0847438293254159,-0.918765569437683,-0.0649526170414997,0.265654256801145,-0.0753412839783313,-0.00936227476594028,0.059695796699989,-0.0109822372681039,-0.168973801890622,-0.0102959041807711,0.0612854023913019,0.181179096487295,0.0711365654842195,-0.175022967419494,0.10656151966326,-0.0178632145517284,0.0686827676415501,-0.0971616667193052,-0.0135364818179579,-0.0527085253841389,-0.0879300630801308,-0.0850178062665918,-0.0544330096802488,-0.0516041558905842,-0.170632033386973,0.130300486261287,0.115135468702362,0.102589260183796,-0.159274622477124,-0.0260248020840012,-0.0811213092743944,0.0118382492135966,-0.137204421016019,0.0535157934959167
"VNG0021H",-0.172281944462074,1.62723501001427,-0.838635156509453,-0.617107558165516,5.29726011140291,7.62462829196052,7.37347822920365,8.55898651614931,9.15017387649381,12.7698732459881,10.663398448431,9.75707916524581,7.44524707500315,4.66301578665686,5.05905292671907,4.6011571342926,2.55251823123978,2.82317495207269,2.5317377912248,3.97761246664978,1.54561393866973,0.151248761422507,2.1747697635315,-0.897874048179175,-2.16504181756875,-1.0383135529932,0.27668097243368,1.36683847291559,-0.144885464220428,0.397138825168694,0.483452768261654,1.13303660712077,0.0421905810341797,-0.00726056021739349,-0.0273932007569485,-0.0169258160602893,0.121356864530666,0.0872704281399952,-0.0838033461981726,-0.042168448885675,0.240429725404496,0.00376148759088568,-0.0749260941255163,-0.149194780009309,0.0333202689595781,-0.117876642157146,-0.0362965279631978,-0.139833420287531,0.0626871246575444,0.0297082140767445,0.059689523069949,-0.00492457061225592,0.0272657833705887,-0.0429004674925386,0.0413207307861969,0.0776484514474098,-0.00363290446453996,0.0177664877774304,0.001176401444872,-0.0946892158970046,0.15002419759113,0.136172159110121,0.0859570598574582,0.0531531473045491
